,prompt,label,word_count
14751,like dance sing,0,3
14752,bold love,0,2
14753,time chill,0,2
14754,groove armada greatest hits,0,4
14755,tic tac,0,2
14756,pressure,0,1
14757,latest trends,0,2
14758,bossa nova baby,0,3
14759,evergreen,0,1
14760,antologia roberto goyeneche,0,3
14761,camino ninguna parte,0,3
14762,cymande,0,1
14763,vasos vacíos,0,2
14764,seventeen days,0,2
14765,de 1997 2007,0,3
14766,alpha,0,1
14767,shivaay,0,1
14768,ciego de amor remasterizado 2008,0,5
14769,whatever want,0,2
14770,somersault,0,1
14771,run,0,1
14772,dont fall asleep yet,0,4
14773,cosas de alberto vázquez,0,4
14774,poder,0,1
14775,bikini porn,0,2
14776,beatific,0,1
14777,descendants sun pt1,0,3
14778,rap é compromisso,0,3
14779,insomniac,0,1
14780,new beginning,0,2
14781,glee music volume 5,0,4
14782,som bbq,0,2
14783,immersion,0,1
14784,50 años,0,2
14785,final countdown,0,2
14786,circle life lion king soundtrack,0,5
14787,guerra e paz,0,3
14788,maybe im better,0,3
14789,約定,0,1
14790,waiting life,0,2
14791,尋找周杰倫,0,1
14792,save tears,0,2
14793,bear creek,0,2
14794,way see things,0,3
14795,roots run deep,0,3
14796,não desista de viver,0,4
14797,bolso gris,0,2
14798,reason sing acoustic,0,3
14799,diggy dee,0,2
14800,sweet dreams white noise sleep aid baby,0,7
14801,40 éxitos,0,2
14802,mně neujel vlak,0,3
14803,ultraluminary,0,1
14804,troféu,0,1
14805,24 ayar,0,2
14806,tum 20,0,2
14807,el disco de oro de la tropa loca,0,8
14808,acústico,0,1
14809,一樣的月光,0,1
14810,g minor bach,0,3
14811,namorando bloqueia,0,2
14812,lamaj movement,0,2
14813,vish,0,1
14814,fall love,0,2
14815,worlds continuation,0,2
14816,bumbum perigoso,0,2
14817,pristina,0,1
14818,musicas para churrasco vol1,0,4
14819,mí,0,1
14820,u gonna tell,0,3
14821,hors série,0,2
14822,ich mag kein alkohol,0,4
14823,stay,0,1
14824,fast furious tokyo drift,0,4
14825,flyers,0,1
14826,lifted high,0,2
14827,attack titan vibes,0,3
14828,step lights,0,2
14829,canção pra você viver mais,0,5
14830,pantanal,0,1
14831,journey abgt500 pt2,0,3
14832,synd,0,1
14833,thats spirit,0,2
14834,eschaton,0,1
14835,грешная страсть,0,2
14836,bareilly ki barfi,0,3
14837,rosenrot,0,1
14838,keeper,0,1
14839,whyd make cry,0,3
14840,pouring rain,0,2
14841,meri jaan meri jaan,0,4
14842,far beyond driven,0,3
14843,soothing background noises,0,3
14844,scars heart,0,2
14845,maldita soledad,0,2
14846,lonely,0,1
14847,moth flame,0,2
14848,cake shake,0,2
14849,la primera noche,0,3
14850,jura pra mim volta de vez pra mim abuso de poder ao vivo,0,13
14851,bana di̇k di̇k bakma,0,4
14852,love portofino,0,2
14853,new world,0,2
14854,outrunning karma,0,2
14855,como nunca amei ninguém ao vivo,0,6
14856,ghosts go marching,0,3
14857,black beatles rock,0,3
14858,disintegration,0,1
14859,gereg,0,1
14860,gods chariots,0,2
14861,us,0,1
14862,bollywood melody queen,0,3
14863,satisfaction mono version,0,3
14864,yama,0,1
14865,menina de cabelos longos,0,4
14866,cuidando de longe ao vivo,0,5
14867,ayo technology,0,2
14868,laughter tears goosebumps,0,3
14869,單程車票,0,1
14870,maafkan,0,1
14871,jaihind,0,1
14872,revenger,0,1
14873,yo te avisé,0,3
14874,hosanna,0,1
14875,djkicks dj mix,0,3
14876,city club,0,2
14877,é tudo,0,2
14878,minni,0,1
14879,glee music volume 4,0,4
14880,aa,0,1
14881,rammlied,0,1
14882,ik tu hi tu hi,0,5
14883,sucessos de ouro vol 15,0,5
14884,flying octopus,0,2
14885,safe sound,0,2
14886,love story,0,2
14887,divano,0,1
14888,lala lolo,0,2
14889,moving,0,1
14890,desperado 2013 remaster,0,3
14891,adán vs zeus rap el creador su creación,0,8
14892,guidance,0,1
14893,enga yeriya,0,2
14894,ao vivo em brasília,0,4
14895,tempo de cantar chegou,0,4
14896,verde anil amarelo cor de rosa e carvão,0,8
14897,total xanarchy,0,2
14898,barricade club mix,0,3
14899,rock bottom,0,2
14900,モラトリアム,0,1
14901,pretty hate machine,0,3
14902,sacrifício e adoração,0,3
14903,falling love feels like,0,4
14904,hay truco,0,2
14905,bunte ballons,0,2
14906,rap de jack el destripador,0,5
14907,第九,0,1
14908,beat,0,1
14909,ikaw pa rin,0,3
14910,poove unakkaga,0,2
14911,love vibration,0,2
14912,parchaiyon mein,0,2
14913,最暖的憂傷,0,1
14914,ready,0,1
14915,無限,0,1
14916,ya aprendí vivir sin ti,0,5
14917,pastlives,0,1
14918,humsafar,0,1
14919,let love,0,2
14920,bem perto,0,2
14921,lost space,0,2
14922,je kawta din male,0,4
14923,calçadão,0,1
14924,carte blanche,0,2
14925,não precisa mudarpalpitefinal feliz estradameu erro ao vivo,0,8
14926,quevedo bzrp music sessions vol 52,0,6
14927,lost found ep,0,3
14928,tudo vai passar,0,3
14929,love 結 answer,0,3
14930,black converse,0,2
14931,massage nature ambience comforting relaxing massage zen music yoga,0,9
14932,im still love,0,3
14933,rust peace,0,2
14934,fuego en vivo luna park,0,5
14935,fake love,0,2
14936,mera dil bhi kitna pagal hai recreated version,0,8
14937,cataclasm,0,1
14938,na mesa rei,0,3
14939,nexus point,0,2
14940,sex love rock n roll,0,5
14941,dunken,0,1
14942,hideous,0,1
14943,ousado amor,0,2
14944,eu não sei na verdade quem eu sou,0,8
14945,alive,0,1
14946,chanel,0,1
14947,great good five ok,0,4
14948,weißer lärm baby schlaf,0,4
14949,chico buarque essencial,0,3
14950,god able,0,2
14951,folkesange,0,1
14952,fan whir,0,2
14953,ullu ka pattha,0,3
14954,romperte,0,1
14955,drifting sand,0,2
14956,prog,0,1
14957,go,0,1
14958,dont belong,0,2
14959,resquícios,0,1
14960,intermission,0,1
14961,lágrimas desordenadas,0,2
14962,pintura íntima,0,2
14963,kroged torkarblad,0,2
14964,505,0,1
14965,johny johny yes papa nursery rhyme,0,6
14966,тёплый чистый остров,0,3
14967,你說之後會找我,0,1
14968,meri ankhon ko bakhshee hain aansoo,0,6
14969,first second album,0,3
14970,lights,0,1
14971,breathing,0,1
14972,aşık,0,1
14973,hasta manana,0,2
14974,breaks,0,1
14975,neeyum njanum,0,2
14976,reaper,0,1
14977,gradually,0,1
14978,iii ghost tigers rise,0,4
14979,drive insane,0,2
14980,mcmxc ad,0,2
14981,pubis angelical yendo de la cama al living,0,8
14982,sand castle,0,2
14983,uga ho surujdev bhel bhinsarva,0,5
14984,rosto de cristo,0,3
14985,nos dieron las diez,0,4
14986,blood,0,1
14987,cookie,0,1
14988,más allá del sol,0,4
14989,te peço perdão,0,3
14990,mevsim çiçekleri,0,2
14991,sem reznha acústico vol 3,0,5
14992,touch solomun remix,0,3
14993,cant buy love remastered 2015,0,5
14994,atlas,0,1
14995,fundamental nature part one,0,4
14996,venha teu reino,0,3
14997,foi pensando em você ao vivo,0,6
14998,para e pensa,0,3
14999,parada louca,0,2
15000,"Hey, I’m in the mood for something upbeat! Got any song suggestions that’ll get me pumped?",1,16
15001,"I’m feeling super chill today. Any recommendations for laid-back, mellow tunes?",1,11
15002,It’s a rainy day here. Any songs that perfectly match the gloomy weather?,1,13
15003,I’m going on a road trip. What’s the best playlist to accompany a long drive?,1,15
15004,Looking for some songs to vibe to while I’m working. Anything instrumental or mellow you’d recommend?,1,16
15005,It’s sunny and bright outside! Got any feel-good tracks that match this perfect weather?,1,14
15006,I need some songs to get me in the mood for studying. Any suggestions for focus music?,1,17
15007,Can you recommend a playlist for a cozy evening in? Maybe something a little jazzy or acoustic?,1,17
15008,I’m in the mood for something nostalgic. What songs take you back to a good memory?,1,16
15009,I want to hear something new and fresh. Can you suggest some indie or alternative tracks that I might not have heard before?,1,23
15010,I’m feeling a bit introspective today. Any songs with deep lyrics that’ll make me think?,1,15
15011,I'm hosting a party and need the best dance tracks. What’s your go-to playlist to get everyone moving?,1,18
15012,Got any songs that feel like an adventure? I want something epic and inspiring.,1,14
15013,Can you recommend a good song for a romantic evening?,1,10
15014,It’s a lazy Sunday morning—what songs are perfect for just relaxing with a cup of coffee?,1,16
15015,I’m feeling the need for some high-energy music today. Any tracks that’ll get me moving?,1,15
15016,I’m in the mood for something really atmospheric. Got any tracks with a dreamy vibe?,1,15
15017,"I’ve been in a mellow mood all day. Any songs that can keep that relaxed, chill feeling going?",1,18
15018,I’m looking for something to lift my spirits! Got any feel-good tunes that’ll put a smile on my face?,1,19
15019,Can you suggest some tunes that are perfect for getting into a creative flow while I work?,1,17
15020,I’m craving something with a good beat but also mellow enough to not be too distracting. Any ideas?,1,18
15021,"I need some songs for a rainy day that make me feel cozy, like curling up with a good book.",1,20
15022,It’s a perfect evening to unwind—any relaxing songs to go with this calm night?,1,14
15023,I need something epic to hype me up before a big event. Got any motivational songs for that?,1,18
15024,I’m in the mood for something a little soulful. Got any recommendations with smooth vocals and deep emotion?,1,18
15025,I’m feeling nostalgic for the early 2000s. What songs take you back to that era?,1,15
15026,I’m looking for something a little dark and mysterious. Got any moody tracks that’ll suit my vibe?,1,17
15027,I want to listen to something that’s perfect for an afternoon stroll. Any suggestions?,1,14
15028,I need some tunes for a road trip with friends—songs that are fun and get everyone singing along.,1,18
15029,I’m in the mood for some indie gems. What hidden tracks do you think I should hear?,1,17
15030,It’s a great day to relax by the beach. Got any songs that make you think of the ocean?,1,19
15031,Looking for some songs that give me that late-night driving vibe—what do you recommend?,1,14
15032,Can you recommend some fun and funky tunes for a dance party at home?,1,14
15033,"I’m craving something cinematic, like I’m in a movie. Got any tracks that feel epic and dramatic?",1,17
15034,Can you suggest a playlist that’s perfect for a cozy dinner with friends or a loved one?,1,17
15035,"I’m in the mood for something smooth and jazzy, perfect for sipping on something warm. Any ideas?",1,17
15036,I need some music that’ll help me get into a zen state. Any peaceful or ambient suggestions?,1,17
15037,"I want some music that feels like an adventure—songs with an upbeat, explorative vibe.",1,14
15038,Looking for some music that will transport me back to summer—any songs that feel like sunshine?,1,16
15039,Can you recommend some songs that’ll make me feel confident and ready to take on the day?,1,17
15040,I'm thinking of relaxing with some pop. Got any mellow tracks for a peaceful afternoon?,1,15
15041,"Hey, what’s your go-to indie song for a upbeat hosting a dinner? I’m looking for suggestions!",1,16
15042,Suggest some smooth songs,1,4
15043,Any soul songs that match a adventurous vibe? I need something to play while I'm painting.,1,16
15044,I'm having a melodic day. Got any R&B songs that fit this vibe for when I’m cleaning?,1,17
15045,Any good soul songs that’ll get me hyped up for painting? I need something energizing!,1,15
15046,I need a playlist for a gloomy cleaning. Got any alternative music to fit that mood?,1,16
15047,Any rock songs that match a dreamy vibe? I need something to play while I'm vacationing.,1,16
15048,I need a playlist for a introspective relaxing. Got any ambient music to fit that mood?,1,16
15049,Can you give me some pop recommendations that are great for a motivational evening?,1,14
15050,I'm feeling epic today. Got any classical tracks that would fit the mood while I'm sipping coffee?,1,17
15051,Any indie songs that match a happy vibe? I need something to play while I'm biking.,1,16
15052,I need a playlist for a introspective cooking. Got any pop music to fit that mood?,1,16
15053,It's a stormy late night and I'm working. Got any metal songs to go with it?,1,16
15054,Can you give me some metal recommendations that are great for a melodic night?,1,14
15055,I'm looking for some rock music that's perfect for a gloomy midday. Any ideas?,1,14
15056,I’m trying to get into a romantic mood while doing yoga. Any hip-hop songs that’ll help?,1,16
15057,plsase play some chill songs,1,5
15058,plsase play some upbeat songs,1,5
15059,Looking for some hip-hop tunes to vibe with while I’m meditating. Any suggestions?,1,13
15060,I'm in the mood for some electronic. Can you recommend a few tracks to match a smooth vibe?,1,18
15061,I need something to match my fun mood. Any ambient music to help with driving?,1,15
15062,I'm in the mood for something dreamy. Got any acoustic tracks that fit the vibe?,1,15
15063,"Hey, what’s your go-to rock song for a reflective sipping coffee? I’m looking for suggestions!",1,15
15064,I’m trying to get into a upbeat mood while relaxing. Any electronic songs that’ll help?,1,15
15065,I'm in the mood for a relaxing afternoon. Any rock songs for chilling while cleaning?,1,15
15066,plsase play some motivational songs,1,5
15067,Suggest some chill songs,1,4
15068,Can you suggest some reggae tunes to set the melodic mood for a cloudy midday?,1,15
15069,What's a good playlist for a epic writing? Maybe some ambient music would work?,1,14
15070,What's a good playlist for a fun relaxing? Maybe some acoustic music would work?,1,14
15071,I need a playlist for a introspective cooking. Got any rock music to fit that mood?,1,16
15072,"Hey, I'm reading and feeling smooth. Can you recommend some blues songs for this mood?",1,15
15073,I’m trying to get into a nostalgic mood while writing. Any acoustic songs that’ll help?,1,15
15074,"Hey, I’m hosting a dinner right now and feeling reflective. Any acoustic songs that fit that mood?",1,17
15075,I'm in the mood for something happy. Got any country tracks that fit the vibe?,1,15
15076,Got any classical tracks for a gloomy evening? I’m just vacationing and want some good tunes.,1,16
15077,Suggest some dark songs,1,4
15078,I'm in the mood for something soulful—what pop tracks should I add to my playlist?,1,15
15079,plsase play some gloomy songs,1,5
15080,"Hey, what’s your go-to reggae song for a epic cooking? I’m looking for suggestions!",1,14
15081,I'm dancing and looking for something soulful. Can you recommend some soul music?,1,13
15082,Can you give me some classical recommendations that are great for a happy afternoon?,1,14
15083,I'm thinking of relaxing with some R&B. Got any mellow tracks for a nostalgic afternoon?,1,15
15084,It's a windy evening and I'm driving. Got any rock songs to go with it?,1,15
15085,"Hey, what’s your go-to indie song for a adventurous driving? I’m looking for suggestions!",1,14
15086,Any acoustic songs that match a reflective vibe? I need something to play while I'm reading.,1,16
15087,Looking for some acoustic tunes to vibe with while I’m doing yoga. Any suggestions?,1,14
15088,I'm in the mood for something epic. Got any country tracks that fit the vibe?,1,15
15089,Can you suggest some acoustic tunes to set the nostalgic mood for a windy late night?,1,16
15090,I'm exercising and looking for something nostalgic. Can you recommend some indie music?,1,13
15091,I'm in the mood for some jazz. Can you recommend a few tracks to match a gloomy vibe?,1,18
15092,Can you recommend some reggae songs that would go perfectly with a adventurous biking?,1,14
15093,plsase play some inspiring songs,1,5
15094,Any metal songs that match a inspiring vibe? I need something to play while I'm walking.,1,16
15095,Looking for something epic! Got any acoustic tracks to inspire me while I’m vacationing?,1,14
15096,I'm trying to unwind with something nostalgic. Any classical tracks that can help set the tone?,1,16
15097,I'm in the mood for some classical. Can you recommend a few tracks to match a dreamy vibe?,1,18
15098,I'm feeling a bit adventurous. Can you recommend some metal music to match the mood?,1,15
15099,I'm in the mood for some indie. Can you recommend a few tracks to match a melodic vibe?,1,18
15100,I'm in the mood for a relaxing afternoon. Any R&B songs for chilling while doing yoga?,1,16
15101,I need a playlist for a energetic cleaning. Got any ambient music to fit that mood?,1,16
15102,Looking for something epic! Got any country tracks to inspire me while I’m driving?,1,14
15103,Got any country songs that make you think of fun vibes? I’m in the mood for something like that!,1,19
15104,Looking for some electronic tunes to vibe with while I’m meditating. Any suggestions?,1,13
15105,Any rock songs that match a chill vibe? I need something to play while I'm writing.,1,16
15106,I'm having a fun day. Got any pop songs that fit this vibe for when I’m studying?,1,17
15107,I'm in the mood for something chill. Got any metal tracks that fit the vibe?,1,15
15108,What's a good playlist for a romantic reading? Maybe some ambient music would work?,1,14
15109,I'm hosting a dinner and looking for something gloomy. Can you recommend some ambient music?,1,15
15110,"Hey, I'm vacationing and feeling dreamy. Can you recommend some acoustic songs for this mood?",1,15
15111,Any alternative songs that match a dreamy vibe? I need something to play while I'm meditating.,1,16
15112,I'm having a chill day. Got any R&B songs that fit this vibe for when I’m vacationing?,1,17
15113,I'm feeling nostalgic. Got any R&B tracks that remind you of adventurous times?,1,13
15114,Any good alternative tracks to get me in the mood for doing yoga during a stormy afternoon?,1,17
15115,plsase play some fun songs,1,5
15116,I'm in the mood for a relaxing afternoon. Any alternative songs for chilling while dancing?,1,15
15117,Got any R&B tracks for a epic evening? I’m just cleaning and want some good tunes.,1,16
15118,I'm relaxing and looking for something melodic. Can you recommend some hip-hop music?,1,13
15119,I'm in the mood for a relaxing afternoon. Any acoustic songs for chilling while relaxing?,1,15
15120,I need something to match my upbeat mood. Any acoustic music to help with traveling?,1,15
15121,plsase play some inspiring songs,1,5
15122,Any good hip-hop tracks to get me in the mood for partying during a rainy evening?,1,16
15123,"Hey, I'm sipping coffee and feeling peaceful. Can you recommend some blues songs for this mood?",1,16
15124,Can you suggest some indie tracks for a epic road trip? I'm hitting the road in a bit!,1,18
15125,I'm in the mood for a relaxing afternoon. Any jazz songs for chilling while cooking?,1,15
15126,I need something to match my inspiring mood. Any R&B music to help with meditating?,1,15
15127,I'm in the mood for some indie. Can you recommend a few tracks to match a peaceful vibe?,1,18
15128,I'm in the mood for a relaxing afternoon. Any electronic songs for chilling while exercising?,1,15
15129,Any classical songs that match a gloomy vibe? I need something to play while I'm doing yoga.,1,17
15130,Can you recommend some reggae songs that would go perfectly with a happy working?,1,14
15131,I'm in the mood for a relaxing afternoon. Any ambient songs for chilling while studying?,1,15
15132,plsase play some soulful songs,1,5
15133,Looking for some blues tunes to vibe with while I’m sipping coffee. Any suggestions?,1,14
15134,I'm in the mood for a relaxing afternoon. Any classical songs for chilling while vacationing?,1,15
15135,Suggest some reflective songs,1,4
15136,I'm in the mood for some ambient. Can you recommend a few tracks to match a chill vibe?,1,18
15137,I'm trying to unwind with something inspiring. Any rock tracks that can help set the tone?,1,16
15138,Can you recommend some ambient songs that would go perfectly with a gloomy walking?,1,14
15139,It's a rainy late night and I'm traveling. Got any indie songs to go with it?,1,16
15140,plsase play some romantic songs,1,5
15141,I'm relaxing and looking for something smooth. Can you recommend some classical music?,1,13
15142,"Hey, I'm walking and feeling happy. Can you recommend some blues songs for this mood?",1,15
15143,"Hey, I'm painting and feeling reflective. Can you recommend some reggae songs for this mood?",1,15
15144,I'm feeling nostalgic. Got any indie tracks that remind you of upbeat times?,1,13
15145,It's a rainy early morning and I'm dancing. Got any ambient songs to go with it?,1,16
15146,Can you suggest some ambient tunes to set the happy mood for a clear skies afternoon?,1,16
15147,Any good pop tracks to get me in the mood for hosting a dinner during a stormy early morning?,1,19
15148,Any blues songs that match a adventurous vibe? I need something to play while I'm writing.,1,16
15149,"Hey, what’s your go-to soul song for a reflective vacationing? I’m looking for suggestions!",1,14
15150,Looking for some ambient tunes to vibe with while I’m cleaning. Any suggestions?,1,13
15151,I'm feeling a bit adventurous. Can you recommend some ambient music to match the mood?,1,15
15152,Any good metal songs that’ll get me hyped up for reading? I need something energizing!,1,15
15153,I'm in the mood for something epic—what ambient tracks should I add to my playlist?,1,15
15154,Got any ambient tracks for a dark evening? I’m just vacationing and want some good tunes.,1,16
15155,I'm in the mood for something melodic—what blues tracks should I add to my playlist?,1,15
15156,I'm in the mood for something epic—what ambient tracks should I add to my playlist?,1,15
15157,What's a good playlist for a smooth relaxing? Maybe some ambient music would work?,1,14
15158,Looking for some country tunes to vibe with while I’m sipping coffee. Any suggestions?,1,14
15159,Got any electronic songs that make you think of chill vibes? I’m in the mood for something like that!,1,19
15160,"Hey, what’s your go-to indie song for a chill traveling? I’m looking for suggestions!",1,14
15161,Got any rock tracks for a gloomy evening? I’m just cooking and want some good tunes.,1,16
15162,I need something to match my reflective mood. Any alternative music to help with cooking?,1,15
15163,I'm looking for some blues music that's perfect for a inspiring evening. Any ideas?,1,14
15164,I'm trying to unwind with something smooth. Any blues tracks that can help set the tone?,1,16
15165,I'm feeling a bit adventurous. Can you recommend some electronic music to match the mood?,1,15
15166,I'm in the mood for something inspiring—what ambient tracks should I add to my playlist?,1,15
15167,Can you suggest some acoustic tracks for a soothing road trip? I'm hitting the road in a bit!,1,18
15168,Can you suggest some reggae tracks for a soulful road trip? I'm hitting the road in a bit!,1,18
15169,Looking for something epic! Got any hip-hop tracks to inspire me while I’m cleaning?,1,14
15170,Got any acoustic tracks for a inspiring evening? I’m just meditating and want some good tunes.,1,16
15171,Looking for something epic! Got any acoustic tracks to inspire me while I’m painting?,1,14
15172,Suggest some dreamy songs,1,4
15173,plsase play some smooth songs,1,5
15174,I need something to match my reflective mood. Any R&B music to help with dancing?,1,15
15175,Can you suggest some metal tunes to set the inspiring mood for a foggy morning?,1,15
15176,Any good pop songs that’ll get me hyped up for painting? I need something energizing!,1,15
15177,I’m trying to get into a epic mood while sipping coffee. Any pop songs that’ll help?,1,16
15178,I’m trying to get into a upbeat mood while walking. Any acoustic songs that’ll help?,1,15
15179,Looking for some electronic tunes to vibe with while I’m hosting a dinner. Any suggestions?,1,15
15180,I'm in the mood for something adventurous—what ambient tracks should I add to my playlist?,1,15
15181,I'm feeling dreamy today. Got any ambient tracks that would fit the mood while I'm working?,1,16
15182,Can you recommend some indie songs that would go perfectly with a gloomy writing?,1,14
15183,I’m trying to get into a gloomy mood while reading. Any alternative songs that’ll help?,1,15
15184,I'm feeling a bit adventurous. Can you recommend some alternative music to match the mood?,1,15
15185,I need a playlist for a soothing writing. Got any pop music to fit that mood?,1,16
15186,I need a playlist for a gloomy painting. Got any acoustic music to fit that mood?,1,16
15187,Got any jazz songs that make you think of dreamy vibes? I’m in the mood for something like that!,1,19
15188,I'm trying to unwind with something gloomy. Any soul tracks that can help set the tone?,1,16
15189,Any electronic songs that match a motivational vibe? I need something to play while I'm meditating.,1,16
15190,Can you give me some classical recommendations that are great for a happy night?,1,14
15191,It's a snowy morning and I'm partying. Got any ambient songs to go with it?,1,15
15192,Any good soul songs that’ll get me hyped up for cleaning? I need something energizing!,1,15
15193,I'm in the mood for something soulful. Got any metal tracks that fit the vibe?,1,15
15194,Looking for something epic! Got any jazz tracks to inspire me while I’m cooking?,1,14
15195,Looking for some metal tunes to vibe with while I’m traveling. Any suggestions?,1,13
15196,I'm thinking of relaxing with some classical. Got any mellow tracks for a adventurous afternoon?,1,15
15197,Can you suggest some ambient tracks for a adventurous road trip? I'm hitting the road in a bit!,1,18
15198,"Hey, I'm studying and feeling inspiring. Can you recommend some soul songs for this mood?",1,15
15199,I'm in the mood for a relaxing afternoon. Any jazz songs for chilling while painting?,1,15
15200,I need a playlist for a nostalgic biking. Got any alternative music to fit that mood?,1,16
15201,"Hey, I’m relaxing right now and feeling melodic. Any hip-hop songs that fit that mood?",1,15
15202,Any R&B songs that match a happy vibe? I need something to play while I'm cleaning.,1,16
15203,I'm in the mood for something dreamy. Got any metal tracks that fit the vibe?,1,15
15204,I'm having a adventurous day. Got any rock songs that fit this vibe for when I’m doing yoga?,1,18
15205,"Hey, I'm traveling and feeling motivational. Can you recommend some rock songs for this mood?",1,15
15206,Can you suggest some jazz tunes to set the motivational mood for a cloudy night?,1,15
15207,I'm in the mood for something exciting—what alternative tracks should I add to my playlist?,1,15
15208,I need something to match my introspective mood. Any jazz music to help with vacationing?,1,15
15209,plsase play some epic songs,1,5
15210,Can you recommend some indie songs that would go perfectly with a upbeat reading?,1,14
15211,Got any classical songs that make you think of dreamy vibes? I’m in the mood for something like that!,1,19
15212,It's a rainy late night and I'm biking. Got any country songs to go with it?,1,16
15213,"Hey, I’m cleaning right now and feeling romantic. Any country songs that fit that mood?",1,15
15214,Suggest some soulful songs,1,4
15215,What's a good playlist for a gloomy meditating? Maybe some indie music would work?,1,14
15216,I'm having a chill day. Got any country songs that fit this vibe for when I’m partying?,1,17
15217,"Hey, what’s your go-to classical song for a epic exercising? I’m looking for suggestions!",1,14
15218,Any good rock songs that’ll get me hyped up for studying? I need something energizing!,1,15
15219,I'm in the mood for something dreamy—what indie tracks should I add to my playlist?,1,15
15220,Got any acoustic tracks for a soulful evening? I’m just biking and want some good tunes.,1,16
15221,I'm vacationing and looking for something dreamy. Can you recommend some acoustic music?,1,13
15222,I'm having a dreamy day. Got any reggae songs that fit this vibe for when I’m doing yoga?,1,18
15223,It's a sunny late night and I'm reading. Got any acoustic songs to go with it?,1,16
15224,plsase play some exciting songs,1,5
15225,Looking for something epic! Got any alternative tracks to inspire me while I’m biking?,1,14
15226,I'm feeling a bit adventurous. Can you recommend some acoustic music to match the mood?,1,15
15227,I'm feeling a bit adventurous. Can you recommend some R&B music to match the mood?,1,15
15228,Got any blues tracks for a soothing evening? I’m just dancing and want some good tunes.,1,16
15229,"Hey, I'm working and feeling romantic. Can you recommend some blues songs for this mood?",1,15
15230,I need a playlist for a melodic doing yoga. Got any country music to fit that mood?,1,17
15231,I'm in the mood for something upbeat—what jazz tracks should I add to my playlist?,1,15
15232,I'm in the mood for a relaxing afternoon. Any country songs for chilling while cleaning?,1,15
15233,I'm feeling exciting today. Got any metal tracks that would fit the mood while I'm meditating?,1,16
15234,"Hey, I'm partying and feeling adventurous. Can you recommend some metal songs for this mood?",1,15
15235,Looking for something epic! Got any country tracks to inspire me while I’m relaxing?,1,14
15236,What's a good playlist for a reflective driving? Maybe some reggae music would work?,1,14
15237,I'm looking for some jazz music that's perfect for a peaceful midday. Any ideas?,1,14
15238,It's a windy late night and I'm working. Got any country songs to go with it?,1,16
15239,Any indie songs that match a motivational vibe? I need something to play while I'm writing.,1,16
15240,Got any blues tracks for a exciting evening? I’m just biking and want some good tunes.,1,16
15241,What's a good playlist for a reflective meditating? Maybe some electronic music would work?,1,14
15242,Got any hip-hop tracks for a upbeat evening? I’m just cleaning and want some good tunes.,1,16
15243,It's a sunny night and I'm doing yoga. Got any reggae songs to go with it?,1,16
15244,Can you give me some electronic recommendations that are great for a gloomy night?,1,14
15245,I'm feeling a bit adventurous. Can you recommend some hip-hop music to match the mood?,1,15
15246,plsase play some soulful songs,1,5
15247,I need something to match my soulful mood. Any blues music to help with reading?,1,15
15248,I'm in the mood for a relaxing afternoon. Any classical songs for chilling while working?,1,15
15249,What's a good playlist for a peaceful doing yoga? Maybe some R&B music would work?,1,15
15250,I'm feeling a bit adventurous. Can you recommend some blues music to match the mood?,1,15
15251,"Hey, what’s your go-to jazz song for a soothing painting? I’m looking for suggestions!",1,14
15252,"Hey, what’s your go-to classical song for a motivational reading? I’m looking for suggestions!",1,14
15253,I'm in the mood for a relaxing afternoon. Any indie songs for chilling while relaxing?,1,15
15254,I'm feeling a bit adventurous. Can you recommend some hip-hop music to match the mood?,1,15
15255,I'm thinking of relaxing with some jazz. Got any mellow tracks for a epic afternoon?,1,15
15256,I'm having a fun day. Got any classical songs that fit this vibe for when I’m traveling?,1,17
15257,I'm having a upbeat day. Got any alternative songs that fit this vibe for when I’m vacationing?,1,17
15258,I'm having a adventurous day. Got any acoustic songs that fit this vibe for when I’m driving?,1,17
15259,Can you recommend some jazz songs that would go perfectly with a nostalgic relaxing?,1,14
15260,I'm sipping coffee and looking for something reflective. Can you recommend some rock music?,1,14
15261,Any good hip-hop songs that’ll get me hyped up for hosting a dinner? I need something energizing!,1,17
15262,Can you suggest some hip-hop tunes to set the energetic mood for a windy midday?,1,15
15263,I’m trying to get into a gloomy mood while meditating. Any hip-hop songs that’ll help?,1,15
15264,It's a cloudy midday and I'm driving. Got any classical songs to go with it?,1,15
15265,I'm walking and looking for something fun. Can you recommend some reggae music?,1,13
15266,I'm in the mood for something energetic. Got any jazz tracks that fit the vibe?,1,15
15267,I'm in the mood for a relaxing afternoon. Any jazz songs for chilling while writing?,1,15
15268,I'm in the mood for something chill. Got any country tracks that fit the vibe?,1,15
15269,I'm thinking of relaxing with some acoustic. Got any mellow tracks for a peaceful afternoon?,1,15
15270,Can you recommend some hip-hop songs that would go perfectly with a epic walking?,1,14
15271,I'm in the mood for some classical. Can you recommend a few tracks to match a peaceful vibe?,1,18
15272,Any classical songs that match a motivational vibe? I need something to play while I'm driving.,1,16
15273,I'm in the mood for a relaxing afternoon. Any blues songs for chilling while working?,1,15
15274,I need a playlist for a dreamy painting. Got any R&B music to fit that mood?,1,16
15275,"Hey, I’m vacationing right now and feeling gloomy. Any acoustic songs that fit that mood?",1,15
15276,Any acoustic songs that match a motivational vibe? I need something to play while I'm writing.,1,16
15277,I'm trying to unwind with something romantic. Any electronic tracks that can help set the tone?,1,16
